id,MW,HBA,HBD,RotB,LogP,TPSA,GBSA,docking score
1,380.4,9,3,8,2.79,134.6,-51.2571196212348,-9.00502913257452
2,451.5,6,1,6,4.58,76.1,-61.812608088705,-9.00091090776478
3,324.3,4,0,4,4.66,52.6,-38.4486192359227,-8.9407303376584
4,313.3,4,1,6,3.27,53.7,-34.3771220020008,-8.89776378701706
5,445.9,4,1,6,5.23,57.6,-49.3960577948574,-8.88843604868913
6,393.4,5,1,6,4.03,66.1,-40.7066498133472,-8.71723581016915
7,295.3,4,1,6,3.13,53.7,-40.1687106009276,-8.70610926730717
8,308.4,4,1,6,2.96,47.3,-48.7467450182767,-8.65639320753872
9,290.3,3,1,3,3.78,46.5,-46.0017894748225,-8.64690696128914
10,286.3,4,1,6,2.62,47.3,-43.5910565527774,-8.6323006702467
11,380.4,9,3,8,2.79,134.6,-49.6620351349875,-8.62708730398163
12,460.5,9,2,8,2.59,122.4,-51.71408274446,-8.57841319147908
13,439.4,5,2,4,3.06,83.9,-46.9702033966305,-8.57322607971416
14,394.4,8,3,7,1.11,119.2,-41.6744842266316,-8.56029832256879
15,350.4,7,0,2,2.64,69.5,-52.6605741487319,-8.53113242766957
16,322.4,6,2,6,1.27,84.5,-50.5941892283363,-8.47126360789862
17,380.4,9,3,8,2.79,134.6,-54.4747256026667,-8.45112206739971
18,456.5,8,2,11,2.04,109.3,-48.6547775651652,-8.4288384145073
19,300.4,3,3,3,3.97,55.1,-45.7625222090073,-8.40582011459039
20,402.5,9,3,9,0.8,116.8,-57.1395115068408,-8.36904195234768
21,322.3,7,3,7,0.31,109.4,-39.8341628453454,-8.34716414968738
22,380.4,9,3,8,2.79,134.6,-51.8620453978092,-8.33538056816247
23,346.3,5,1,4,3.31,59.8,-45.0685518027522,-8.32538227912247
24,338.2,4,1,2,3.26,55.4,-38.7621918700688,-8.32158488734282
25,375.5,5,2,11,1.51,45.7,-64.1541427823267,-8.29100203459284
26,441.5,6,1,9,5.26,76.1,-54.1075448746105,-8.28706168116693
27,441.9,4,1,6,5.5,57.6,-59.0162598136922,-8.28349727091003
28,374.4,6,0,3,3.78,74.3,-51.1134707171477,-8.26036956835485
29,395.5,4,2,10,4.53,66.4,-54.7418546392455,-8.24864259865734
30,426.4,9,3,11,1.77,116.8,-52.1931072670259,-8.24230196530824
31,370.5,5,1,10,3.89,62.1,-37.8717975665113,-8.23571151370076
32,356.4,8,2,7,0.49,116.7,-50.4728729160615,-8.21010070962977
33,340.2,5,1,3,1.8,66.8,-49.4684565725993,-8.20318940325465
34,381.4,4,2,9,4.22,66.4,-55.9398470110436,-8.20113879144593
35,377.4,7,0,4,2.59,63.0,-47.1432210361199,-8.19966463804537
36,381.4,4,2,9,4.22,66.4,-58.5453601642885,-8.18578709236509
37,254.3,4,2,4,2.69,54.3,-40.8747010779298,-8.1802088729676
38,336.8,5,0,6,3.27,65.7,-50.0302557020896,-8.17649945058162
39,388.5,7,1,10,3.04,84.4,-58.0069774747471,-8.17157434334106
40,486.5,5,1,6,5.98,58.6,-61.7191700493795,-8.16859803700574
41,363.3,7,0,3,2.1,63.0,-46.4315100786498,-8.14446208024991
42,311.4,4,2,10,1.71,50.7,-50.9184101418123,-8.13985210640039
43,435.6,6,2,12,2.15,55.0,-65.7408085117186,-8.13798808660922
44,407.3,10,2,3,0.05,129.3,-47.132350361333,-8.13516819818979
45,347.3,5,0,4,3.74,57.0,-44.5480817275084,-8.13079508651641
46,393.4,7,1,5,2.54,112.3,-48.5475839532719,-8.11990664650756
47,412.4,9,3,10,0.98,116.8,-54.8608510180957,-8.11176958567277
48,309.4,4,1,2,3.65,55.4,-42.8880135329355,-8.10267066287357
49,453.6,6,1,10,3.22,89.5,-55.3290086695224,-8.09596573295359
50,432.6,7,1,7,2.7,84.3,-36.0863275270149,-8.0936092948899
51,409.5,4,0,3,5.75,38.1,-48.3996923009145,-8.08246127741393
52,300.3,5,0,3,2.6,71.6,-48.5385907845075,-8.08086046054682
53,308.4,3,0,3,4.8,39.4,-60.1491084003746,-8.07865793754925
54,326.4,5,1,7,3.39,59.8,-40.9861486799509,-8.06754028106269
55,380.3,5,0,5,3.92,61.8,-45.2610728940199,-8.04913987396364
56,447.5,7,1,10,4.24,84.5,-51.5029760807365,-8.04466339114672
57,378.4,7,0,9,3.78,82.5,-48.6870727946762,-8.04222528649339
58,311.3,6,1,1,1.37,95.9,-28.2212960736706,-8.03845027211393
59,325.3,6,1,4,2.83,80.6,-39.876002338905,-8.03834834826939
60,286.3,4,1,6,2.62,47.3,-48.6278789977423,-8.03791486026155
61,435.5,8,2,9,2.61,102.0,-47.8429327159356,-8.03672365411275
62,305.3,4,0,3,4.13,51.8,-41.2399391419103,-8.0358414730972
63,405.4,7,1,6,2.19,81.8,-52.2349340569481,-8.03310398403321
64,372.4,7,3,8,2.41,111.6,-42.4349505475666,-8.02837683959139
65,344.4,6,1,7,3.02,75.2,-52.3563541925523,-8.00508707159355
66,382.4,7,2,8,3.91,93.2,-59.2720706846603,-8.00044981757939
67,361.8,8,2,7,1.19,102.0,-40.7620409607707,-7.99887378689746
68,348.9,3,0,7,5.43,35.5,-51.0840910181723,-7.99856531651904
69,290.3,5,0,1,2.83,65.1,-43.6598103121632,-7.99432011624798
70,373.4,8,1,9,0.93,91.0,-47.3140827374718,-7.98528293975609
71,336.8,5,0,6,3.27,65.7,-51.0802723294846,-7.98069144907686
72,393.3,6,0,6,5.38,82.6,-54.2358041223952,-7.97944630197351
73,348.4,7,1,7,2.7,82.2,-47.4623844886673,-7.97554869448
74,366.4,7,3,7,2.67,99.4,-39.0406599609387,-7.97465813864073
75,374.4,8,3,10,2.67,121.4,-55.6452001166417,-7.96989637127356
76,342.2,4,0,3,3.12,47.8,-48.2533003269928,-7.96096786646667
77,335.4,5,1,7,2.02,66.8,-40.3971281572931,-7.95567284326571
78,263.3,5,1,6,1.98,64.6,-41.1259858927224,-7.95391460219389
79,460.5,7,1,11,3.71,112.6,-55.5819545827417,-7.94820037744894
80,336.8,5,2,8,3.69,65.6,-34.2889993654317,-7.94644560856324
81,491.4,11,2,5,1.36,130.8,-54.1503310646704,-7.93786564627792
82,407.5,5,0,5,3.44,63.7,-57.950754070248,-7.93448460308259
83,325.4,5,0,6,4.73,68.9,-53.3975588510402,-7.92806232347575
84,340.7,5,1,2,3.65,59.3,-37.4812284854961,-7.92751422464951
85,252.3,5,0,3,1.52,71.6,-37.2015103480844,-7.92391426636092
86,341.4,6,1,8,2.59,75.3,-57.313605043908,-7.92338501711592
87,279.3,5,2,3,1.55,78.0,-44.0630919035166,-7.92149169766371
88,298.4,3,0,2,4.59,39.4,-45.1685331439667,-7.90526012819091
89,378.5,7,1,8,3.71,77.8,-48.9628073821013,-7.90268616478764
90,350.4,4,0,4,4.29,56.5,-52.7891981509201,-7.89886855482632
91,455.9,6,1,6,4.18,76.1,-55.77397274954,-7.89043626862655
92,330.7,5,0,2,3.75,69.6,-55.5185028216465,-7.88556176293314
93,313.3,5,0,6,3.51,57.0,-48.3715630055385,-7.88410435137937
94,343.4,7,1,7,1.31,81.8,-49.0999709241669,-7.8829224441984
95,256.3,4,3,3,2.25,62.9,-23.2013119829762,-7.87501587396133
96,406.4,10,3,7,2.27,133.7,-48.1376362172259,-7.87342086649893
97,367.9,6,3,9,2.31,95.1,-61.436053582891,-7.87282433790378
98,404.4,8,2,9,1.19,125.0,-39.4759242303007,-7.87174615777086
99,290.3,3,1,3,3.78,46.5,-48.7242074761016,-7.86174546438707
100,358.4,5,0,5,3.38,61.8,-41.7883940806478,-7.85961021122811
101,299.3,5,1,5,1.11,66.8,-39.647269996698,-7.85859948825015
102,371.2,3,0,3,6.04,39.4,-54.9512076402534,-7.85744653065103
103,479.8,4,1,6,5.76,46.9,-45.169676605532,-7.85288085860667
104,363.5,6,0,8,3.42,56.1,-42.9361485550235,-7.84479262821847
105,397.2,7,2,3,2.23,86.0,-44.6291576349622,-7.84042797179564
106,376.4,8,3,11,1.75,113.9,-27.9970492777447,-7.83905861123593
107,403.4,6,2,5,3.41,84.0,-56.3038887229222,-7.83824669842834
108,311.7,7,1,8,2.02,90.4,-41.557640520221,-7.83657459241762
109,407.3,6,0,7,5.77,82.6,-51.9387448814787,-7.83623186341302
110,288.7,6,0,3,3.04,73.8,-45.4286841426037,-7.82960679210481
111,324.4,3,0,5,4.61,35.5,-43.317343232321,-7.82878647721766
112,315.3,5,1,7,2.13,66.1,-41.3882790406888,-7.8266398953527
113,394.6,5,2,6,3.01,75.6,-49.6405935872062,-7.82428799015308
114,354.4,7,0,6,2.77,83.0,-40.5533311769796,-7.82399760616716
115,293.7,4,1,2,3.15,55.4,-39.8519517604773,-7.82207733913341
116,395.3,7,2,5,2.6,92.7,-47.790845964515,-7.8187957060391
117,336.3,6,1,4,3.28,89.9,-45.0774085298972,-7.81834513312865
118,384.8,4,0,5,5.27,56.5,-47.3164123447095,-7.81638426820749
119,332.4,7,1,4,3.11,98.5,-43.6797810657381,-7.81479608158707
120,343.3,9,2,8,0.23,111.3,-35.9609673140876,-7.81454058759109
121,322.3,7,3,7,0.31,109.4,-41.4250592498074,-7.81137375730139
122,390.3,4,1,4,3.8,55.4,-49.511496943428,-7.80860882141503
123,439.9,8,2,5,2.73,106.1,-47.2514138591096,-7.80780317740386
124,331.3,4,1,3,3.45,64.3,-29.4648476346756,-7.80692035824022
125,337.4,9,3,11,0.53,122.0,-42.4676089114564,-7.8041150453665
126,406.4,5,4,8,1.34,75.5,-46.4277120348106,-7.80265993825623
127,351.4,7,1,7,1.48,81.8,-48.3215828321681,-7.8025690444109
128,357.5,5,2,11,1.35,45.7,-53.4965920693794,-7.80132238636845
129,364.9,6,1,6,3.37,75.2,-53.5467931233916,-7.80108656324229
130,425.5,5,2,10,2.75,50.3,-71.1570795218286,-7.8010481915966
131,373.7,5,1,3,2.16,66.8,-48.2544675954687,-7.79903851295964
132,379.3,7,1,4,1.71,98.2,-38.7714334334751,-7.79445585335383
133,350.4,5,3,4,3.93,85.3,-49.0846293085569,-7.7938815332251
134,387.2,6,0,4,4.35,86.2,-48.0816811355935,-7.79211970444736
135,358.4,4,2,5,4.33,41.9,-51.1760330071447,-7.79082471793082
136,384.4,8,3,5,2.55,114.1,-43.7519473843367,-7.78898106659876
137,399.8,8,2,5,1.41,120.8,-38.5231879990533,-7.78789004720019
138,344.4,5,1,7,4.16,59.8,-35.9891028313859,-7.78688470860652
139,393.2,8,3,7,3.2,108.0,-42.7342726573406,-7.78531912398193
140,332.4,7,1,4,3.11,98.5,-45.0859994995071,-7.78359765678943
141,442.4,7,1,5,2.77,84.9,-50.9471216990214,-7.78301261047955
142,396.9,5,0,5,3.99,53.8,-43.7400168841123,-7.78179353422024
143,397.3,4,1,6,4.39,47.3,-47.0037991595309,-7.78055858438588
144,328.8,3,0,8,5.17,27.0,-54.6824080271645,-7.77878679590237
145,288.3,3,2,3,4.31,57.5,-48.942433321623,-7.77659997183009
146,296.3,6,2,7,2.4,87.0,-49.7557691848642,-7.7751854265432
147,419.4,9,3,10,3.55,125.4,-50.9708910329809,-7.77512053245593
148,372.5,6,1,9,3.8,75.2,-51.4123858462126,-7.77458913635632
149,283.7,4,0,3,3.4,47.8,-46.8486098762287,-7.77283209527612
150,372.4,6,0,4,3.88,60.9,-50.9257355613008,-7.7681922790568
151,313.3,7,1,7,2.38,90.4,-47.2467009185948,-7.76380271568481
152,381.8,5,1,6,4.64,55.6,-35.0375506570672,-7.76036116653467
153,360.8,4,0,5,4.18,56.5,-58.1194144045166,-7.76027314822927
154,366.4,8,3,6,2.33,114.1,-46.6324494883929,-7.75790688295214
155,392.9,6,1,8,4.15,75.2,-48.1580459625357,-7.75543342534397
156,373.4,8,1,9,0.93,91.0,-47.9039508930937,-7.75270533450725
157,392.9,6,1,8,4.01,75.2,-48.9341329151457,-7.7526643969199
158,394.3,9,2,4,1.06,110.9,-46.1403802911373,-7.75197238577984
159,367.3,5,1,7,5.91,60.7,-50.7746098330754,-7.74914814108271
160,349.9,4,1,7,4.33,53.7,-53.1755158866827,-7.74874868332089
161,347.5,4,2,13,1.75,37.1,-55.3901020466556,-7.74835546555138
162,377.9,5,0,5,4.51,57.0,-51.1070021202031,-7.74803753775271
163,392.5,6,2,8,4.46,84.0,-55.412989928991,-7.74783911545126
164,347.4,5,0,8,4.06,57.6,-57.8558475273994,-7.7473722577006
165,335.4,5,2,8,2.47,74.8,-48.4065773720813,-7.74537200938978
166,338.3,4,0,3,3.57,56.5,-54.446371316978,-7.74408165311637
167,337.4,5,0,3,2.55,63.2,-44.834957892519,-7.74256490880489
168,272.2,4,2,3,3.01,70.7,-35.7863213184382,-7.7412494995579
169,437.8,6,1,6,4.47,73.2,-57.3032047618053,-7.73713932641242
170,295.3,6,1,6,2.97,72.7,-38.1217322281182,-7.73696876248758
171,355.4,7,1,6,1.31,81.8,-49.4258848305672,-7.73331154097962
172,407.9,4,1,6,5.75,46.9,-55.7064660298156,-7.73118195550536
173,377.2,6,0,4,4.89,86.2,-52.9259038278833,-7.73094667539551
174,337.3,5,2,4,3.38,69.6,-45.9885491475152,-7.72950913915648
175,323.4,4,1,2,4.04,55.4,-44.6527437348004,-7.72904496431104
176,327.7,3,1,2,4.64,38.3,-48.6913428747303,-7.72728954459004
177,330.4,6,1,6,2.72,75.2,-45.9280911128353,-7.72571905083578
178,350.8,5,0,7,3.66,65.7,-39.1990549515649,-7.72456391427268
179,324.3,7,1,3,2.9,102.7,-37.8348020464027,-7.72427109186688
180,468.7,7,2,5,3.29,92.9,-54.8373119872704,-7.72412527558081
181,412.5,7,2,7,3.7,91.4,-61.7580699751716,-7.72248864020886
182,353.4,8,3,9,3.07,116.2,-51.3890189148042,-7.72029143063132
183,376.4,8,3,7,2.02,108.5,-55.8126896314543,-7.71970728719171
184,351.8,5,1,7,2.54,66.8,-42.9726973184988,-7.71887014403012
185,326.8,3,0,2,5.18,39.4,-48.1145702828426,-7.71506123736745
186,382.5,3,0,6,5.6,53.8,-45.621886374588,-7.71308280359949
187,354.4,5,1,9,4.28,59.8,-39.9965666151766,-7.71289417316116
188,428.9,6,3,6,2.97,77.2,-39.0531878995016,-7.710105860953
189,283.3,6,2,3,1.41,86.7,-42.0629348379289,-7.70450777640206
190,367.4,5,1,6,3.29,66.8,-36.4739102424082,-7.70229867943097
191,389.5,5,2,10,3.52,79.1,-47.5120221600346,-7.70228884157943
192,378.9,6,1,7,3.76,75.2,-47.293325540325,-7.70176853874793
193,325.4,5,0,6,4.73,68.9,-54.5795237086659,-7.7008960878398
194,342.2,4,1,2,4.2,55.4,-47.0556457837029,-7.69748375896245
195,371.8,6,3,8,2.14,95.1,-61.0511111241267,-7.69740527777607
196,322.3,7,3,7,0.31,109.4,-31.834516265676,-7.69590447021411
197,474.9,8,1,7,3.32,115.0,-64.4601910394877,-7.69350046671822
198,320.4,5,3,7,1.15,62.6,-53.2215599529318,-7.69197276229201
199,278.1,3,2,6,2.1,49.7,-42.9521434223798,-7.68987872032951
200,379.9,6,1,7,3.94,72.7,-52.9723951807737,-7.68935258476626
201,385.4,7,1,6,2.33,81.8,-49.0117989866885,-7.68508285930619
202,339.3,5,2,6,2.98,74.8,-50.8052095115618,-7.684294570851
203,344.4,3,0,7,4.91,39.4,-45.8957419733806,-7.68235777435964
204,313.7,4,0,3,2.4,70.3,-50.4636064353917,-7.67913640163341
205,445.5,9,2,10,2.68,115.2,-60.3124756512907,-7.67818129336526
206,464.5,7,1,10,3.54,112.6,-51.8894001446479,-7.6779492887081
207,398.4,6,0,5,2.26,59.1,-52.1579596061956,-7.67788956844869
208,408.9,6,2,6,3.47,99.4,-57.1596479543296,-7.67703705111189
209,458.4,6,1,8,3.48,83.9,-55.5051972945876,-7.6753929072028
210,298.4,4,0,2,3.98,56.0,-47.6799133294271,-7.6751678284884
211,397.3,9,2,7,1.12,111.3,-43.2079874496858,-7.67461347957274
212,360.4,7,0,8,3.22,70.6,-58.5075160296856,-7.67298119892297
213,267.3,6,0,2,0.73,74.8,-38.0754153156404,-7.671810665857
214,347.5,5,2,9,0.87,45.7,-49.9269582220686,-7.6710653495647
215,305.3,8,1,4,2.01,104.8,-52.3714729723979,-7.66888601134785
216,377.4,6,1,4,2.58,69.7,-47.7033688224456,-7.66783999426812
217,350.2,3,0,1,5.74,38.7,-52.2065826238268,-7.66664214092901
218,467.9,7,1,8,2.47,86.8,-53.3242792826759,-7.6665503405138
219,334.4,5,0,7,2.75,72.1,-52.4822811212307,-7.66537318601213
220,384.4,4,0,5,4.78,44.8,-53.1130846515962,-7.66379096234761
221,312.3,5,2,5,3.32,59.0,-41.3009711503564,-7.66324125019257
222,356.4,6,3,12,1.08,85.5,-53.5100800942837,-7.66307435721156
223,400.4,5,0,4,3.78,49.9,-52.4532738807857,-7.66287134474865
224,371.8,7,1,6,1.82,81.8,-52.6968011147519,-7.66055699146653
225,372.5,6,1,9,3.66,75.2,-52.5782512372489,-7.65960855610891
226,378.4,7,1,8,2.98,68.6,-57.4420488756668,-7.65867181521295
227,434.5,5,2,9,4.0,67.4,-57.1381463563603,-7.65857751914819
228,465.4,6,1,7,6.06,77.2,-49.6917937311282,-7.65389232924667
229,309.1,3,0,4,4.15,43.4,-51.0597064290387,-7.6520160613388
230,353.4,5,0,6,3.59,46.8,-41.9744907018803,-7.65128264089479
231,344.5,5,2,8,3.97,70.7,-53.6508812868688,-7.6511919240593
232,334.4,7,2,4,1.39,95.4,-44.2328717028013,-7.64915658284042
233,464.4,6,2,3,4.25,78.1,-45.145729540659,-7.6483729262731
234,458.5,8,1,6,4.16,93.0,-61.1712745164004,-7.64776255243986
235,359.5,4,0,4,4.8,47.8,-36.1554208577654,-7.6476827998927
236,278.7,4,0,2,2.86,56.5,-44.4602790223662,-7.64759787362946
237,371.4,4,1,5,2.89,49.8,-56.0330883194883,-7.64720329337867
238,398.4,5,1,6,4.95,59.8,-48.0210601375302,-7.6467633877261
239,365.4,7,1,8,3.03,73.5,-45.1991157932016,-7.64409090685594
240,313.3,7,1,7,2.38,90.4,-49.3313573278811,-7.64117887586601
241,397.5,3,1,6,4.53,40.5,-53.3959073444921,-7.6410094216796
242,353.2,3,0,4,5.67,39.4,-56.8312812030563,-7.6405713828064
243,379.4,8,1,8,2.95,94.6,-48.8505723393555,-7.64049891788691
244,431.4,7,2,8,2.23,92.9,-54.7657298244349,-7.63857519480263
245,340.4,7,2,6,0.97,102.3,-50.0655903846946,-7.63856842868228
246,373.8,7,1,8,2.07,81.8,-50.1320985546699,-7.63739587140879
247,307.3,5,2,6,2.24,74.8,-44.28119463434,-7.63677496232522
248,327.4,6,2,5,2.67,73.9,-39.9703647321512,-7.63401155422345
249,333.4,6,1,3,2.28,72.7,-37.8366905828589,-7.63379817404003
250,395.3,3,0,4,5.81,39.4,-43.9031052484488,-7.6320965415348
251,272.8,3,4,4,2.67,56.3,-41.1364031656994,-7.63061255413924
252,382.4,5,1,6,4.07,50.3,-44.8383972087358,-7.62931398393487
253,370.4,8,3,5,2.16,114.1,-44.6027205576293,-7.62885736244268
254,313.7,4,2,3,3.14,73.3,-51.4549218351067,-7.62658318352811
255,384.9,6,0,6,4.5,64.2,-47.3168966536778,-7.62445475321619
256,375.5,3,0,6,5.22,37.4,-57.8528916223586,-7.62320130951636
257,356.4,5,0,7,4.37,52.8,-58.7576900226313,-7.62276873462337
258,310.4,4,1,2,4.33,54.4,-39.3120912923841,-7.62265241184865
259,356.4,8,2,7,0.49,116.7,-49.4451657777599,-7.62225391046983
260,418.5,9,3,6,0.32,128.4,-44.0425853783445,-7.62175361390346
261,382.4,6,1,6,4.08,69.7,-55.8925621454027,-7.62158457886947
262,356.4,3,0,4,4.21,34.4,-48.9533051394419,-7.61900903968037
263,358.5,6,1,8,3.41,75.2,-53.4484060387031,-7.61897637337106
264,290.3,3,1,3,3.78,46.5,-43.9907236756435,-7.61832325441844
265,383.4,7,2,6,3.37,92.8,-41.8122991020919,-7.61819273900563
266,296.3,5,1,4,3.09,76.7,-43.0948752892318,-7.61737604351283
267,360.5,6,2,12,3.89,87.7,-55.8858399570918,-7.61678667058553
268,476.0,9,1,9,1.53,113.1,-44.6205873966201,-7.61608324043775
269,373.3,5,1,3,4.74,68.0,-51.3903627392237,-7.61540508805445
270,350.4,6,2,4,3.11,64.9,-45.159584872602,-7.61525016427428
271,341.5,4,1,9,3.2,41.9,-57.514894439978,-7.6148497089712
272,374.5,6,2,7,3.24,83.8,-48.2909862552042,-7.61441742038747
273,374.4,8,3,10,2.67,121.4,-45.9759697909631,-7.61339859826634
274,425.3,6,1,4,2.93,73.1,-48.9872480951963,-7.61277049706356
275,339.3,5,1,3,1.51,66.8,-45.6558157839627,-7.61154722288473
276,467.9,8,1,9,3.54,113.7,-44.1280557793616,-7.61129308246075
277,313.3,6,0,1,2.58,65.1,-45.8118181161617,-7.60996914428592
278,326.4,5,2,7,3.7,74.4,-50.2753847835829,-7.6098428025979
279,310.4,4,3,5,2.92,59.0,-43.8114293817562,-7.60817818056099
280,321.3,5,3,3,1.53,84.6,-39.3354313562559,-7.60813028723528
281,318.3,5,1,5,3.06,65.0,-49.5326249821373,-7.60671704703885
282,318.2,5,3,2,2.28,84.6,-49.5604261461658,-7.60365551663033
283,419.5,6,2,12,4.71,78.4,-47.321802297477,-7.60153444429568
284,299.3,5,1,3,1.94,65.8,-36.9183974090511,-7.59976491255059
285,426.3,5,1,4,5.42,64.1,-57.2679355893724,-7.59970599647565
286,423.8,6,1,5,4.17,73.2,-58.7647057844388,-7.59674720239744
287,441.2,4,1,4,5.47,51.1,-54.0986254003683,-7.59624414937948
288,346.3,5,1,4,4.01,76.7,-60.0217332329903,-7.59620783919917
289,335.4,5,1,7,2.02,66.8,-36.5896938057458,-7.59565529531564
290,351.4,6,3,9,1.79,95.1,-61.4703683188791,-7.59538847134288
291,359.4,5,1,5,4.17,56.2,-45.4661282545185,-7.59445055547656
292,400.5,7,2,9,1.95,119.7,-52.6613019213428,-7.59411622325702
293,335.4,4,0,4,4.92,52.3,-59.0713629220199,-7.59019119878972
294,321.3,4,1,3,4.0,54.9,-50.8926629447651,-7.58972881158614
295,269.3,3,0,5,3.48,50.1,-44.8347304402741,-7.5889111987208
296,307.3,6,2,11,1.06,80.9,-46.381386540631,-7.58857756533184
297,464.5,10,2,7,2.56,116.1,-69.2059598529549,-7.5864353188975
298,481.6,8,0,6,1.98,95.1,-47.031266138124,-7.58476384093862
299,389.5,8,2,10,1.63,104.8,-45.9472228251689,-7.57975880670696
300,346.8,4,0,2,4.22,56.5,-46.6242855914825,-7.57745423373774
301,328.2,4,1,2,3.81,55.4,-51.9513770702624,-7.5774337223263
302,391.4,8,1,4,0.67,105.1,-53.6824478568378,-7.5767450427742
303,308.3,3,0,3,4.96,43.4,-39.39156787091,-7.5756507995329
304,464.0,7,1,9,2.64,86.8,-54.2916205866686,-7.57461944383162
305,344.4,6,1,7,2.97,75.2,-42.2032687916126,-7.57388278633181
306,418.5,9,3,6,0.32,128.4,-43.7542358820401,-7.57285343524573
307,368.3,5,2,8,3.5,74.8,-46.6138529279988,-7.57135712314159
308,383.4,5,2,6,2.65,51.5,-41.7592087163694,-7.57122193267218
309,385.4,6,1,6,2.53,73.1,-46.0426699962636,-7.57083844782684
310,349.4,8,0,3,1.27,80.0,-42.2615214768184,-7.57063268124602
311,419.4,7,2,6,3.2,93.2,-55.6614726725293,-7.56986505786598
312,418.5,9,3,6,0.32,128.4,-44.3953980573979,-7.56891029512446
313,367.4,7,1,4,1.24,95.9,-46.1772510395604,-7.56808696922627
314,389.5,5,1,4,3.09,82.1,-49.6205599054574,-7.56693793154508
315,354.4,9,3,9,2.09,129.0,-50.4276467943018,-7.56666842098588
316,461.9,6,1,7,4.48,76.1,-60.3535493069685,-7.56616397458006
317,442.9,10,3,7,2.79,136.5,-58.1771434327557,-7.56489227267915
318,409.5,6,3,10,3.66,89.4,-64.3220082670978,-7.56410224179408
319,460.6,8,0,13,3.93,88.8,-64.819133175215,-7.56407204173338
320,471.5,8,1,8,3.13,91.0,-47.1313443122481,-7.56336773816564
321,367.3,6,2,6,1.83,91.2,-45.5888944742355,-7.56294225399746
322,465.5,10,3,6,1.3,135.7,-48.4034656554586,-7.56280986967254
323,353.3,5,2,7,2.65,74.8,-46.6532468770047,-7.56233649800346
324,463.5,7,1,6,3.46,102.7,-45.2363535751056,-7.56037373120833
325,386.5,6,1,6,4.05,75.2,-52.64550648558,-7.55987002735077
326,411.5,8,2,7,1.77,91.3,-63.9614070804537,-7.55909474394356
327,345.6,4,0,3,4.3,39.9,-34.2154582771445,-7.55786456941664
328,343.3,6,1,5,1.33,69.7,-46.5429623594655,-7.55606872258115
329,323.8,5,2,6,2.75,74.8,-50.771117850366,-7.55573187819264
330,487.9,9,3,14,3.7,117.1,-65.8639491970425,-7.55487436820186
331,345.4,5,1,5,2.79,67.8,-46.2522999046296,-7.55361823551544
332,374.5,6,2,5,3.1,84.5,-59.2520227660925,-7.55360262695242
333,401.3,6,2,6,2.64,70.7,-51.4469095385211,-7.55354001746645
334,387.8,7,2,4,3.24,79.9,-51.1954240139012,-7.55322304996348
335,328.4,5,2,4,3.65,70.7,-52.7524483472944,-7.55296842369415
336,326.4,4,0,3,3.87,56.5,-47.8813216074313,-7.55238886260851
337,437.8,6,1,6,4.47,73.2,-59.7773150265448,-7.55204155856632
338,387.5,4,2,7,5.25,54.0,-50.1279959331723,-7.55193148859987
339,372.4,9,3,9,2.23,129.0,-50.2749290807105,-7.55164295352466
340,368.3,7,1,5,2.38,85.6,-39.821194237802,-7.55024966720713
341,333.4,3,0,3,4.26,37.4,-55.2594469153773,-7.54696126790326
342,393.7,3,0,7,5.62,27.0,-46.7966924758357,-7.54612444958144
343,323.8,4,1,6,4.18,55.4,-50.1157340623431,-7.54603729425529
344,366.4,4,1,3,4.74,49.4,-49.9075760424366,-7.54402838171935
345,384.4,4,0,5,4.78,44.8,-54.7361481902071,-7.54189280735804
346,383.4,8,2,7,2.29,106.0,-55.1398275622068,-7.5417892837682
347,499.1,7,2,4,3.09,92.9,-53.5979416942364,-7.54176077860876
348,321.3,5,1,6,1.88,66.8,-46.754600700875,-7.54171193133075
349,384.4,8,1,7,3.13,90.1,-58.1015108782194,-7.54065173194279
350,298.4,5,2,5,3.08,70.7,-52.0656979363021,-7.54053271488827
351,395.5,4,2,10,4.53,66.4,-51.5123944087545,-7.53951258300756
352,379.2,5,2,4,5.02,59.0,-50.0580967251726,-7.53896361193992
353,418.5,9,3,6,0.32,128.4,-45.2739815342557,-7.53833387903476
354,437.5,6,0,3,3.06,60.9,-40.4824413634014,-7.53640903696193
355,322.4,3,1,6,4.44,34.2,-46.7084051368438,-7.53575693897391
356,356.4,6,0,5,2.37,69.9,-56.332293297437,-7.53506850336708
357,321.3,5,1,6,1.88,66.8,-43.3108804283456,-7.53129131214641
358,447.5,7,1,9,2.13,86.8,-44.734422124192,-7.53061845277719
359,392.4,5,0,6,3.38,49.9,-54.2776929446072,-7.52956587280343
360,441.8,6,1,5,4.3,73.2,-59.1519564856453,-7.52825284764539
361,392.5,6,0,6,2.79,66.9,-54.4444757603778,-7.52789921447105
362,452.4,5,2,9,4.14,67.4,-56.5144579574326,-7.52702533844161
363,375.5,5,2,9,3.3,79.1,-47.1821819938978,-7.52569330967432
364,347.4,3,0,4,4.57,37.4,-56.3491891029062,-7.52522335659989
365,320.3,8,3,6,2.28,130.7,-54.9335002582466,-7.52342801344278
366,395.3,6,3,4,2.42,87.3,-52.2872446170513,-7.52251950103966
367,383.4,4,1,3,5.15,54.9,-52.6958674738198,-7.52224932923889
368,388.3,6,3,8,2.65,95.1,-63.4881827728132,-7.52032261514318
